seqname,tax_id,species_name
S002350668,908946,Rhizobium subbaraonis
S002350755,1052,Halorhodospira halochloris
S002350756,1539,Clostridium malenominatum
S002350758,163,Treponema bryantii
S002350759,147,Spirochaeta aurantia
S002350760,290052,Acetivibrio ethanolgignens
S002350761,181662,Desulfovibrio giganteus
S002350762,2265,Thermococcus litoralis
S002350763,937251,Youngiibacter multivorans
S002350764,225195,Pelobacter massiliensis
S002350766,154,Spirochaeta thermophila
S002350768,85993,Hydrogenophilus hirschii
S002350770,889268,Nannocystis pusilla
S002350771,62970,Methanogenium frigidum
S002350773,442694,Xanthomonas perforans
S002350774,90270,Xanthomonas cynarae
S002350775,364298,Janibacter hoylei
S002350779,75290,Pseudonocardia aurantiaca
S002350786,1543,Clostridium oceanicum
S002350792,156,Treponema zuelzerae
S002350799,290055,Faecalicatena fissicatena
S002350809,39482,Faecalicatena contorta
S002350812,83985,Methanocorpusculum sinense
S002350815,276,Thermus filiformis
S002350817,29349,Clostridium thermoalcaliphilum
S002350820,186116,Parageobacillus thermantarcticus
S002350842,221085,Geobacillus thermocatenulatus
S002350891,945844,Massilia oculi
S002350909,946336,Acidicapsa borealis
S002350988,909613,Actinokineospora spheciospongiae
S002350992,909625,Rubrobacter aplysinae
S002351167,884688,Parvibaculum hydrocarboniclasticum
S002351432,906888,Nonlabens ulvanivorans
S002351492,758919,Agromyces indicus
S002351527,870903,Terriglobus saanensis
S002351530,942150,Lactiplantibacillus xiangfangensis
S002351542,876478,Tepidiphilus thermophilus
S002351590,928210,Bartonella florencae
S002351671,880156,Photorhabdus heterorhabditis
S002351897,943941,Postechiella marina
S002351898,943939,Winogradskyella damuponensis
S002351899,943940,Sagittula marina
S002351900,943936,Psychroserpens damuponensis
S002352122,935223,Flavobacterium xueshanense
S002352123,935224,Flavobacterium urumqiense
S002352143,941907,Allosphingosinicella indica
S002352179,946228,Aliidiomarina taiwanensis
S002352322,935699,Cellulophaga geojensis
S002352323,935700,Jannaschia aquimarina
S002352327,936338,Planobispora siamensis
S002352343,936337,Microbacterium amylolyticum
S002352568,936889,Roseivivax sediminis
S002352707,937927,Oceanobacillus rekensis
S002352716,937928,Oceanobacillus damuensis
S002353198,942029,Glycomyces halotolerans
S002353200,941986,Amycolatopsis bartoniae
S002353201,941987,Amycolatopsis bullii
S002353397,944425,Sphingobium fontiphilum
S002353400,944491,Amycolatopsis ruanii
S002353401,944492,Amycolatopsis thermalba
S002353693,944651,Methylococcus mobilis
S002353694,1474,Sporosarcina pasteurii
S002354893,651,Aeromonas media
S002354894,649,Aeromonas eucrenophila
S002354896,650,Aeromonas jandaei
S002354897,654,Aeromonas veronii
S002354899,652,Aeromonas schubertii
S002354935,885042,Williamsia phyllosphaerae
S002354936,889306,Jeotgalibacillus soli
S002354990,717607,Erwinia uzenensis
S002355066,930802,Nonlabens marinus
S002355069,930804,Aureitalea marina
S002355104,977983,Sphingobacterium pakistanense
S002355113,983706,Bifidobacterium reuteri
S002355142,987056,Rhodoligotrophos appendicifer
S002355149,992287,Cellulomonas pakistanensis
S002355150,992288,Bacillus pakistanensis
S002355506,375757,Streptomyces fildesensis
S002355507,382454,Algiphilus aromaticivorans
S002355508,393030,Desulfurispirillum alkaliphilum
S002355509,477972,Aeromonas dhakensis
S002355520,616992,Polycyclovorans algicola
S002355546,637393,Herbiconiux moechotypicola
S002355582,598650,Motilibacter peucedani
S002355596,598652,Motilibacter rhizosphaerae
S002355614,598644,Labedaea rhizosphaerae
S002355615,598653,Angustibacter peucedani
S002355751,715785,Frondihabitans cladoniiphilus
S002407852,502821,Halomonas stevensii
S002407960,928856,Epibacterium multivorans
S002407961,932741,Methylobacterium cerastii
S002408072,944479,Hippea jasoniae
S002408074,1279027,Hippea alviniae
S002408169,980631,Azorhizobium oxalatiphilum
S002408177,983873,Dietzia aurantiaca
S002408238,986746,Microbulbifer taiwanensis
S002408295,992267,Stappia taiwanensis
S002408305,681158,Streptomyces amritsarensis
S002408318,907224,Peptoniphilus methioninivorax
S002408422,990271,Vibrio variabilis
S002408423,990268,Vibrio maritimus
S002408523,985762,Staphylococcus agnetis
S002408711,931074,Oenococcus alcoholitolerans
S002408748,881260,Enterobacter bugandensis
S002408870,981384,Ruegeria conchae
S002408871,1147159,Ornithinibacillus scapharcae
S002409208,979746,Gulosibacter chungangensis
S002409460,947033,Legionella steelei
S002409687,927083,Sandaracinus amylolyticus
S002410015,933926,Sinobacterium caligoides
S002410052,971279,Palaeococcus pacificus
S002410129,948077,Arenimonas metalli
S002410135,948106,Paraburkholderia dilworthii
S002410148,1386092,Cellulomonas carbonis
S002410217,986710,Cohnella cellulosilytica
S002410219,986711,Micromonospora maritima
S002410442,957042,Fuchsiella alkaliacetigena
S002410468,980347,Halomonas qijiaojingensis
S002410469,980348,Halomonas flava
S002410640,987063,Pseudoscardovia suis
S002410643,987066,Pseudoscardovia radai
S002410689,985759,Microbacterium panaciterrae
S002410734,980251,Mariniblastus fucicola
S002410784,980271,Rhodopirellula rubra
S002410792,980254,Roseimaritima ulvae
S002410847,985016,Olivibacter jilunii
S002410867,947835,Lactobacillus rodentium
S002410907,985054,Ruegeria halocynthiae
S002410908,985055,Aliiroseovarius halocynthiae
S002410928,985043,Polaribacter sejongensis
S002411066,979627,Lachnoanaerobaculum orale
S002411204,979619,Salimesophilobacter vulgaris
S002418317,632955,Acinetobacter rudis
S002418394,926357,Asanoa siamensis
S002418551,442868,Pseudenhygromyxa salsuginis
S002418558,159346,Roseibacterium elongatum
S002418587,871959,Amycolatopsis circi
S002418588,871961,Amycolatopsis hippodromi
S002418589,871962,Amycolatopsis equina
S002418599,890055,Pontibacter populi
S002418600,890056,Pontibacter soli
S002418812,914150,Kangiella geojedonensis
S002418813,914151,Oceanisphaera ostreae
S002418814,914152,Tropicimonas aquimaris
S002418815,914153,Salinimonas lutimaris
S002418995,913761,Variovorax defluvii
S002419010,914327,Metalysinibacillus jejuensis
S002419014,913948,Kribbella endophytica
S002419033,913853,Saccharothrix hoggarensis
S002419047,913969,Knoellia flava
S002419048,915352,Tenacibaculum geojense
S002419049,915353,Algoriphagus namhaensis
S002419306,927786,Brevibacillus aydinogluensis
S002419311,927787,Microbulbifer mangrovi
S002419321,926830,Haloechinothrix salitolerans
S002440501,762209,Bifidobacterium callitrichos
S002440502,762210,Bifidobacterium saguini
S002440503,762211,Bifidobacterium stellenboschense
S002440504,762212,Bifidobacterium biavatii
S002440613,912552,Conexibacter arvalis
S002440631,1260984,Acetobacter farinalis
S002440634,930972,Porifericola rhodea
S002440635,931533,Lacticaseibacillus saniviri
S002440636,931534,Lentilactobacillus senioris
S002440751,996558,Bacillus hisashii
S002440900,1003997,Alicyclobacillus cellulosilyticus
S002440906,1004261,Oceanobacillus indicireducens
S002440909,1005740,Aminivibrio pyruvatiphilus
S002441014,1010610,Methylobacterium gnaphalii
S002441023,1017351,Halobaculum magnesiiphilum
S002441748,515361,Rhizobium petrolearium
S002441759,542300,Acidicapsa ligni
S002441761,562959,Paenibacillus cellulositrophicus
S002441763,642589,Caproiciproducens galactitolivorans
S002441767,641025,Lentzea jiangxiensis
S002441812,642762,Nocardioides rubriscoriae
S002441840,642776,Pedococcus badiiscoriae
S002441874,675090,Actinomyces weissii
S002441912,764330,Thiophaeococcus fuscus
S002441927,857265,Amantichitinum ursilacus
S002441934,877500,Halarcobacter anaerophilus
S002442012,934143,Shewanella electrodiphila
S002442178,943830,Tardiphaga robiniae
S002442242,946677,Flavobacterium chilense
S002442243,946678,Flavobacterium araucananum
S002442244,948519,Aeromonas rivipollensis
S002442391,999183,Arcanobacterium canis
S002442412,251,Psychroflexus gondwanensis
S002442443,762836,Duganella phyllosphaerae
S002442748,908809,Caloramator mitchellensis
S002442751,990933,Marinomonas brasilensis
S002443018,929794,Bartonella senegalensis
S002443020,910542,Streptomyces gramineus
S002443039,981381,Oceanisphaera sediminis
S002443054,994319,Marinobacter xestospongiae
S002443055,994320,Erythrobacter pelagi
S002443416,993502,Bradyrhizobium daqingense
S002443465,990078,Bradyrhizobium huanghuaihaiense
S002444318,988801,Rosenbergiella nectarea
S002444353,938155,Companilactobacillus futsaii
S002444512,1002227,Methylovorus menthalis
S002444693,1027249,Gracilibacillus kekensis
S002444810,991009,Sinomonas soli
S002444944,943815,Streptomyces shenzhenensis
S002444945,943816,Streptomyces qinglanensis
S002445823,993084,Gryllotalpicola kribbensis
S002445825,993086,Gryllotalpicola koreensis
S002445826,993087,Gryllotalpicola daejeonensis
S002445931,990371,Daejeonella rubra
S002445972,993690,Algoriphagus trabzonensis
S002445978,993692,Companilactobacillus kimchiensis
S002445979,993689,Metallibacterium scheffleri
S002446028,995034,Mycetocola miduiensis
S002446167,996342,Marivita hallyeonensis
S002446207,1408819,Youngiibacter fragilis
S002446208,996765,Caloribacterium cisternae
S002446654,998845,Flavobacterium jumunjinense
S002446756,999151,Methylophaga lonarensis
S002446772,999702,Salinimicrobium gaetbulicola
S002446817,988827,Kocuria oceani
S002446987,1000566,Saccharopolyspora lacisalsi
S002447284,993073,Microbacterium enclense
S002447286,993070,Arthrobacter enclensis
S002447326,1002870,Gaiella occulta
S002447449,945052,Streptomyces heilongjiangensis
S002447457,1002526,Pseudomonas formosensis
S002447632,1008152,Haladaptatus pallidirubidus
S002447847,34073,Variovorax guangxiensis
S002448296,1027633,Enteractinococcus coprophilus
S002448935,1017095,Mucilaginibacter soli
S002449403,1031273,Gaetbulibacter lutimaris
S002449882,1017270,Fictibacillus enclensis
S002449887,1017273,Domibacillus enclensis
S002471081,633440,Nonomuraea jiangxiensis
S002761882,992286,Rhodovulum bhavnagarense
S002761884,1003091,Methylobacterium thuringiense
S002761885,1003092,Methylobacterium trifolii
S002761927,1501,Clostridium pasteurianum
S002761928,35703,Citrobacter amalonaticus
S002761930,644,Aeromonas caviae
S002761931,1536,Hathewaya limosum
S002761932,624,Shigella sonnei
S002761933,86956,Pectinatus cerevisiiphilus
S002761934,92490,Erwinia toletana
S002761936,1517,Thermoanaerobacterium thermosaccharolyticum
S002900687,1071679,Caballeronia grimmiae
S002900688,1174501,Paenibacillus typhae
S002906658,630995,Pseudonocardia xishanensis
S002906814,728056,Flavobacterium oncorhynchi
S002906820,762845,Enterococcus rivorum
S002906838,797277,Pseudomonas litoralis
S002906841,859058,Caenispirillum salinarum
S002906897,913109,Pseudarcobacter ellisii
S002906919,947378,Brevundimonas faecalis
S002906978,993416,Micrococcus cohnii
S002906979,993414,Naumannella halotolerans
S002907007,1006155,Listeria weihenstephanensis
S002907011,1008308,Fusibacter tunisiensis
S002907020,999699,Rhodopseudomonas pentothenatexigens
S002907021,999700,Rhodopseudomonas thermotolerans
S002907032,35801,Nitrospina gracilis
S002907061,1035271,Agrobacterium nepotum
S002907085,1037377,Chryseobacterium viscerum
S002907088,1037380,Chryseobacterium tructae
S002907206,1050153,Ornithinimicrobium murale
S002907207,1050174,Corynebacterium epidermidicanis
S002907253,742179,Xenorhabdus ishibashii
S002907324,747656,Streptococcus danieliae
S002907325,512402,Mycobacterium heraklionense
S002907326,425005,Cohnella soli
S002907327,735519,Rhizobium halophytocola
S002907330,722703,Promicromonospora endophytica
S002907410,752605,Pseudoxanthomonas putridarboris
S002907454,333728,Streptomyces erringtonii
S002907462,1119056,Budvicia diplopodorum
S002907464,1056982,Gordonia phosphorivorans
S002907472,1190508,Corynebacterium aquatimens
S002907788,869888,Salinarchaeum laminariae
S002908236,864058,Streptomyces kebangsaanensis
S002908442,1032623,Otariodibacter oris
S002909095,884107,Schleiferia thermophila
S002909150,1045764,Methanothermobacter crinale
S002909207,915059,Flammeovirga pacifica
S002909211,930118,Marinobacter persicus
S002909212,930120,Oceanobacillus longus
S002909214,930129,Alteribacillus bidgolensis
S002909215,930131,Oceanobacillus limi
S002909217,930138,Aliicoccus persicus
S002909218,930152,Bacillus salsus
S002909220,930146,Mesobacillus persicus
S002909560,1046117,Oceaniovalibus guishaninsula
S002909561,1046115,Marivirga lumbricoides
S002909597,1045775,Paenibacillus catalpae
S002909598,1045773,Arthrobacter cupressi
S002909599,1045774,Nocardioides lianchengensis
S002909661,1183151,Myroides injenensis
S002909815,995050,Desulfobaculum xiamenense
S002909842,990712,Albidovulum xiamenense
S002910072,1054037,Sphingobium fuliginis
S002910075,1064516,Noviherbaspirillum canariense
S002910076,1064517,Noviherbaspirillum aurantiacum
S002910077,1064518,Noviherbaspirillum soli
S002910132,980239,Paenibacillus hordei
S002910135,1054972,Allohahella marinimesophila
S002910138,1036181,Microlunatus flavus
S002910139,1036182,Actinoplanes atraurantiacus
S002910258,1077675,Enterococcus plantarum
S002910527,1049584,Rhodococcus qingshengii
S002910548,985012,Luteimonas cucumeris
S002910787,1069221,Mycobacterium parakoreense
S002910788,1069220,Mycobacterium koreense
S002910791,1038904,Actinomadura sediminis
S002910961,549298,Francisella halioticida
S002910967,1076549,Pantoea rodasii
S002910969,1076550,Pantoea rwandensis
S002910971,1076551,Pantoea wallisii
S002911080,1074311,Vibrio alfacsensis
S002911385,1071886,Streptococcus troglodytidis
S002911600,1079800,Rhizobium mesoamericanum
S002911602,1120045,Rhizobium grahamii
S002911966,1078480,Haemophilus sputorum
S002912314,1005925,Kordiimonas aestuarii
S002912389,1215089,Planococcus halocryophilus
S002912421,1045558,Neptunomonas qingdaonensis
S002912437,1076412,Pelosinus defluvii
S002912449,1005944,Nocardioides szechwanensis
S002912450,1005945,Nocardioides psychrotolerans
S002912773,1038856,Planococcus plakortidis
S002912775,1258573,Profundibacterium mesophilum
S002912776,1034943,Legionella massiliensis
S002912777,1034944,Legionella tunisiensis
S002913220,1035707,Massilia namucuonensis
S002913377,1041641,Jeongeupia chitinilytica
S002913415,1036133,Kistimonas scapharcae
S002913416,1356243,Paenibacillus oceanisediminis
S002913428,1036677,Methanosarcina soligelidi
S002913429,1036678,Methanobacterium movilense
S002913430,1036679,Methanosarcina spelaei
S002913654,1033740,Kurthia senegalensis
S002913656,1033730,Aeromicrobium massiliense
S002913657,1033731,Alistipes timonensis
S002913658,1287657,Bacillus massiliosenegalensis
S002913659,1033737,Clostridium senegalense
S002913661,1033744,Peptoniphilus senegalensis
S002913664,1033736,Brevibacterium senegalense
S002913666,1033743,Paenibacillus senegalensis
S002913774,1038845,Flavobacterium rakeshii
S002913776,1071983,Legionella cardiaca
S002914212,1043168,Micromonospora equina
S002914286,1042984,Streptomyces zagrosensis
S002914443,1045776,Kutzneria buriramensis
S002914444,1046556,Nocardioides daejeonensis
S002914445,1046555,Brevibacterium ammoniilyticum
S002914768,1046043,Natronomonas gomsonensis
S002914788,1045501,Streptomyces ziwulingensis
S002914831,1234606,Gayadomonas joobiniege
S002914924,1048221,Mucilaginibacter litoreus
S002914927,1048394,Compostimonas suwonensis
S002914990,1048331,Haloferula chungangensis
S002915096,1077464,Streptococcus oralis
S002915099,1048753,Actinokineospora soli
S002915153,1048340,Marininema mesophilum
S002915154,1048357,Nocardiopsis coralliicola
S002915195,28042,Saccharopolyspora rectivirgula
S002915294,1304158,Salinisphaera halophila
S002915316,1049199,Litoreibacter meonggei
S002915318,1037355,Parabacteroides chartae
S002915374,1052260,Klenkia soli
S002915375,1052259,Klenkia terrae
S002915376,1052258,Arenimonas daechungensis
S002915409,1069116,Bacillus songklensis
S002915411,1069117,Maribacter chungangensis
S002915614,1175444,Methanocella conradii
S002915891,1053647,Marinomonas hwangdonensis
S002916046,1051626,Hymenobacter ginsengisoli
S002916189,1054497,Gemmobacter lanyuensis
S002916390,1080221,Aquimarina longa
S002916392,1080225,Muricauda pacifica
S002916393,1080223,Malaciobacter pacificus
S002916581,1054041,Levilactobacillus yonginensis
S002916632,1069963,Janibacter alkaliphilus
S002916717,1055466,Rhodococcus canchipurensis
S002916743,1055723,Muricauda antarctica
S002916766,1055355,Belnapia soli
S002916773,41202,Ewingella americana
S002916774,1607,Loigolactobacillus bifermentans
S002916775,1613,Limosilactobacillus fermentum
S002916776,66269,Pantoea stewartii
S002916778,927,Halothiobacillus neapolitanus
S002916779,726,Haemophilus haemolyticus
S002916780,376165,Aminobacter carboxidus
S002916781,182337,Erwinia billingiae
S002916785,34062,Moraxella osloensis
S002916788,158849,Moellerella wisconsensis
S002916789,565,Atlantibacter hermannii
S002916790,89402,Colwellia hornerae
S002916791,870,Dichelobacter nodosus
S002916793,495,Neisseria elongata
S002916794,272164,Olleya marilimosa
S002916795,487,Neisseria meningitidis
S002916798,1069475,Arthrobacter paludis
S002917098,1069813,Alkalihalobacillus berkeleyi
S002917100,882626,Pseudoalteromonas xiamenensis
S002917196,1069980,Chryseobacterium gwangjuense
S002917261,1070982,Pseudonocardia antitumoralis
S002917355,1071719,Chromobacterium alkanivorans
S002917598,1072463,Microbacterium lemovicicum
S002917657,1073196,Pseudoxanthomonas wuyuanensis
S002917789,1069161,Vogesella fluminis
S002917886,1074233,Lysinimonas soli
S002918173,1073327,Algoriphagus zhangzhouensis
S002918175,1073328,Muricauda zhangzhouensis
S002918238,1079178,Kangiella marina
S002918239,1079179,Kangiella taiwanensis
S002918430,1077936,Pontibacter lucknowensis
S002918482,1081025,Roseomonas soli
S002918508,1081097,Rhodococcus nanhaiensis
S002949132,398694,Mycobacterium shinjukuense
S002949133,438855,Methylomarinum vadi
S002949134,438856,Methylomarinovum caldicuralii
S002949140,610251,Lactococcus fujiensis
S002949142,722731,Mycobacterium shigaense
S002949147,870242,Carboxydothermus pertinax
S002949152,871325,Bacteroides faecichinchillae
S002949153,871324,Bacteroides stercorirosoris
S002949232,908252,Branchiibius cervicis
S002949402,931531,Tunicatimonas pelagia
S002949403,930973,Rubidimonas crustatorum
S002949404,931535,Cellulomonas soli
S002949405,931536,Cellulomonas oligotrophica
S002949431,944322,Methylobacterium oxalidis
S002949596,1043493,Demequina mangrovi
S002949630,1050105,Actinoplanes rishiriensis
S002949708,1055101,Cobetia pacifica
S002949709,1055102,Cobetia litoralis
S002949711,1055104,Cobetia amphilecti
S002949840,1070424,Acrocarpospora phusangensis
S002949861,94694,Desulfurococcus amylolyticus
S002949930,1080071,Streptococcus orisasini
S002949931,1080072,Streptococcus dentasini
S002949962,1159752,Enterococcus lemanii
S002949964,1159753,Enterococcus eurekensis
S002950942,938293,Anaerococcus provencensis
S002950944,938294,Anaerococcus pacaensis
S002951246,1032476,Nonomuraea soli
S002951941,1007087,Brevibacterium hankyongi
S002951944,1007095,Pigmentiphaga soli
S002951949,1007097,Gordonia caeni
S002951950,1007098,Deinococcus daejeonensis
S002951951,1017018,Myroides anatoliensis
S002951968,35833,Bilophila wadsworthia
S002951969,508460,Cloacibacillus evryensis
S002951974,856,Fusobacterium varium
S002951975,850,Fusobacterium mortiferum
S002951976,858,Fusobacterium necrogenes
S002951999,404937,Anoxybacillus thermarum
S002952038,71657,Lonsdalea iberica
S002952039,71657,Lonsdalea britannica
S002952109,1074467,Companilactobacillus heilongjiangensis
S002952809,1037320,Pseudogulbenkiania gefcensis
S002952833,1130819,Lysinibacillus sphaericus
S002952856,1263547,Oscillibacter ruminantium
S002953154,1037382,Desulfosporosinus burensis
S002953172,1089305,Winogradskyella jejuensis
S002953173,1089306,Winogradskyella eckloniae
S002953222,1214071,Ensifer sesbaniae
S002953814,1053547,Gordonia alkaliphila
S002953847,1145106,Sphingobacterium detergens
S002953895,1105143,Kribbella shirazensis
S002953896,1105144,Promicromonospora iranensis
S002953897,1105145,Saccharothrix ecbatanensis
S002953910,1073325,Salegentibacter echinorum
S002954130,1077965,Staphylococcus petrasii
S002954162,1107316,Neisseria oralis
S002954788,1108595,Chromobacterium vaccinii
S002955001,989403,Pseudovibrio axinellae
S002955046,1111041,Lentisphaera marina
S002955194,931866,Bradyrhizobium ottawaense
S002955626,1120568,Pseudorhodobacter wandonensis
S002955967,1410681,Methyloglobulus morosus
S002955968,1125875,Noviherbaspirillum psychrotolerans
S002955969,1125876,Chryseobacterium frigidisoli
S002956055,1126831,Microbacterium neimengense
S002956087,1076620,Pseudomonas zeshuii
S002956768,1109412,Brenneria goodwinii
S002956901,1077942,Micromonospora kangleipakensis
S002956904,1077944,Streptomyces muensis
S002956931,1078475,Orbus sasakiae
S002956945,1078754,Dyadobacter arcticus
S002957071,1095778,Natronobacterium texcoconense
S002957079,1108812,Mycobacterium longobardum
S002957617,1007511,Sphingobium limneticum
S002957618,1007516,Rhizorhabdus starnbergensis
S002957619,1082345,Sphingobium boeckii
S002957763,1082580,Dyadobacter jejuensis
S002957840,1082851,Comamonas serinivorans
S002957867,1082479,Limimonas halophila
S002957908,1084519,Nibribacter koreensis
S002957909,1084523,Hymenobacter koreensis
S002957910,1084522,Hymenobacter saemangeumensis
S002957911,1084526,Nibrella saemangeumensis
S002957913,1084524,Nibrella viscosa
S002957915,1084525,Pontibacter saemangeumensis
S002957922,1084421,Sinomicrobium pectinilyticum
S002958259,1086013,Wagnerdoeblera megaterium
S002958267,1085644,Allofrancisella frigidaquae
S002958270,1085647,Allofrancisella inopinata
S002958330,1144873,Paludibacterium purpuratum
S002958334,1136135,Rhizobium azibense
S002958407,1088767,Thermoactinospora rubra
S002958490,1086703,Luteolibacter luojiensis
S002958782,1136941,Gordonia phthalatica
S002959288,1095914,Pseudonocardia yuanmonensis
S002959289,1070866,Amycolatopsis dongchuanensis
S002959290,1070870,Geodermatophilus nigrescens
S002959292,1095768,Metakosakonia massiliensis
S002959293,1095767,Cellulomonas massiliensis
S002959294,1095769,Noviherbaspirillum massiliense
S002959295,1095772,Timonella senegalensis
S002959297,1268254,Peptoniphilus timonensis
S002959345,1133347,Paracoccus rhizosphaerae
S002959412,1096779,Acinetobacter puyangensis
S002960657,1141647,Nocardia arizonensis
S002960894,1329895,Novosphingobium lindaniclasticum
S002960972,1420591,Novosphingobium barchaimii
S002960973,1332080,Sphingobium baderi
S002960974,1097322,Mucilaginibacter herbaticus
S002961265,1141657,Nocardia vulneris
S002961354,1101402,Flavobacterium aciduliphilum
S002961452,76860,Streptococcus anginosus
S002961485,1328,Streptococcus anginosus
S002961523,1341165,Flavobacterium enshiense
S002961831,1145318,Cohnella formosensis
S002961899,1148509,Pseudomonas prosekii
S002962250,1114924,Albimonas pacifica
S002962252,1118054,Brevibacillus massiliensis
S002962315,1149773,Phyllobacterium endophyticum
S002962799,1145276,Lysinibacillus varians
S002963070,1109741,Algibacter agarivorans
S002963072,1109739,Algibacter agarilyticus
S002963073,1109740,Lutibacter agarilyticus
S002963345,1119534,Nocardioides perillae
S002963487,1124188,Flavobacterium fontis
S002963694,1123043,Telmatocola sphagniphila
S002963706,1123755,Yoonia maricola
S002963707,1123756,Marivita geojedonensis
S002963708,1123757,Bizionia hallyeonensis
S002963779,1110688,Winogradskyella pulchriflava
S002963792,1124754,Nocardia zapadnayensis
S002963794,1124743,Kribbella soli
S002963795,1124744,Kribbella sindirgiensis
S002963798,1124761,Nonomuraea muscovyensis
S002964006,1129264,Sphaerochaeta associata
S002964103,1134595,Algoriphagus chungangensis
S002964344,1128675,Pseudonocardia kujensis
S002964345,1128676,Pseudonocardia hierapolitana
S002964346,1128672,Nocardia sungurluensis
S002964348,1128665,Lentzea nigeriaca
S002964349,1128677,Saccharomonospora amisosensis
S002964352,1128667,Micromonospora yasonensis
S002964355,1128679,Saccharopolyspora hattusasensis
S002964359,1128664,Amycolatopsis cihanbeyliensis
S002964616,1128970,Flavobacterium noncentrifugens
S002965153,1119058,Undibacterium macrobrachii
S002965154,1119057,Flavobacterium squillarum
S002965204,1132695,Rhizobium helianthi
S002965218,1133344,Hansschlegelia beijingensis
S002965231,1134435,Thauera humireducens
S002965237,671218,Alloprevotella rava
S002965239,1133546,Luteimicrobium xylanilyticum
S002965575,1134413,Alkalihalobacillus ligniniphilus
S002965681,1129547,Sphingobium sufflavum
S002965766,1134687,Klebsiella michiganensis
S002965779,1132696,Chryseobacterium rigui
S002966016,1136071,Actinoallomurus acanthiterrae
S002966023,1138822,Lentilactobacillus curieae
S002966030,1134781,Methylopila musalis
S002966260,1137985,Lutibacter holmesii
S002966349,1136748,Algibacter aquimarinus
S002966537,1135990,Pseudomonas sagittaria
S002966607,1141221,Chryseobacterium taihuense
S002966735,1144278,Thalassotalea eurytherma
S002966786,1134406,Ornatilinea apprima
S002966787,1134405,Melioribacter roseus
S002967045,463200,Stakelama sediminis
S002967103,1120337,Bacillus pacificus
S002967175,540060,Limnohabitans planktonicus
S002967176,540061,Limnohabitans parvus
S002967177,544681,Limnohabitans australis
S002967185,1302235,Arcanobacterium phocisimile
S002967244,705336,Actinomadura darangshiensis
S002967297,797291,Sphingobacterium lactis
S002967298,797292,Sphingobacterium alimentarium
S002967301,859059,Aliidiomarina haloalkalitolerans
S002967339,1245591,Mariniradius saccharolyticus
S002967340,881893,Fulvivirga imtechensis
S002967354,904933,Pseudonocardia hispaniensis
S002967422,1165090,Imtechella halotolerans
S002967454,44577,Nitrosomonas ureae
S002967455,917,Nitrosomonas marina
S002967457,44576,Nitrosomonas halophila
S002967458,52441,Nitrosomonas aestuarii
S002967459,52442,Nitrosomonas nitrosa
S002967460,42354,Nitrosomonas oligotropha
S002967462,1017184,Camelimonas abortus
S002967467,1035067,Aminobacter anthyllidis
S002967794,293371,Paucilactobacillus oligofermentans
S002972208,1117177,Desulfatiferula berrensis
S002988185,864828,Massilia umbonata
S002988186,869805,Desulfosoma profundi
S002988286,860243,Nocardioides panzhihuensis
S002988287,861051,Marinoscillum luteum
S002988294,915471,Pseudomonas linyingensis
S002988296,873516,Methylopila henanensis
S002988298,866565,Polaromonas cryoconiti
S002988299,866564,Polaromonas glacialis
S002988380,910543,Catenulispora graminis
S002988382,871741,Brevundimonas viscosa
S002988560,1071918,Riemerella columbipharyngis
S002988594,1004279,Mesorhizobium muleiense
S002988599,913252,Paracoccus limosus
S002988672,936138,Phorcysia thermohydrogeniphila
S002988927,930124,Metabacillus halosaccharovorans
S002988941,942866,Cupriavidus alkaliphilus
S002988949,942865,Cupriavidus plantarum
S002989040,1095776,Natronorubrum texcoconense
S002989107,421115,Microbacterium marinum
S002989302,940614,Granulicella mallensis
S002989303,940615,Granulicella tundricola
S002989304,940613,Granulicella arctica
S002989305,940616,Granulicella sapmiensis
S002989306,995053,Mangroviflexus xiamenensis
S002989679,995054,Xenorhabdus magdalenensis
S002989686,996801,Polaribacter reichenbachii
S002989766,995059,Actinopolyspora algeriensis
S002989767,995062,Actinopolyspora saharensis
S002989768,995066,Actinopolyspora mzabensis
S003257581,886292,Desulfotomaculum varum
S003257700,747349,Halomonas ramblicola
S003257706,1054202,Rhodobacter viridis
S003257707,1056510,Silanimonas mangrovi
S003257787,1070421,Weissella fabalis
S003257799,531966,Streptomyces atacamensis
S003257800,531967,Streptomyces deserti
S003257801,1071052,Metasolibacillus meyeri
S003257802,1071053,Virgibacillus halotolerans
S003257803,1071054,Domibacillus robiginosus
S003257819,1073415,Salinicoccus halitifaciens
S003257829,35700,Heliophilum fasciatum
S003257833,74702,Desulfofundulus luciae
S003257847,38,Archangium disciforme
S003257849,274537,Chlorobaculum limnaeum
S003257852,1077255,Agitococcus lubricus
S003257853,39651,Halanaerobium alcaliphilum
S003257854,94140,Catenococcus thiocycli
S003257855,88916,Borrelia spielmanii
S003257856,471511,Bifidobacterium bombi
S003257857,1423,Bacillus subtilis
S003257859,1077256,Methanosphaera cuniculi
S003257863,1073423,Carnobacterium iners
S003257865,1079859,Pseudarcicella hirudinis
S003258019,1087332,Actibacterium mucosum
S003258023,333725,Streptomyces kaempferi
S003258025,349910,Streptomyces bullii
S003258029,1090615,Nakamurella panacisegetis
S003258216,1094342,Alcanivorax xenomutans
S003258302,1096246,Hungatella effluvii
S003258303,1096341,Fonticella tunisiensis
S003258334,1111140,Herminiimonas contaminans
S003258340,1114880,Aeromonas australiensis
